Name,Start price,Price,CMGR[$] 3mo,Cum. ROI,Avg. Mkt. Cap,Mkt. Cap,24h Vol,Avg. volume,Age (mo),Winning months,ATH,% fm. ATH,ATH (BTC),% fm. ATH (BTC)
Vipstar Coin,0.0008,0.00005929,- 37.95,- 94.22,N/A,2.07 MM,2.16 MM,1287326,9,25.00,0.0007,-92.06,0.00000011,-90.91
eSDChain,0.0182,0.0168,- 28.19,- 68.00,N/A,2.05 MM,40.06 K,46876,6,0.00,0.0168,0.00,0.00000465,-54.21
Rate3,0.0209,0.0023,- 29.55,- 91.98,N/A,2.04 MM,405.79 K,224489,7,8.00,0.0259,-91.16,0.00000384,-92.45
DIMCOIN,0.2512,0.0010,- 22.15,- 99.54,N/A,2.03 MM,159.75 K,143511,13,17.00,0.0583,-98.34,0.00000380,-96.84
LUXCoin,2.06,0.3666,- 35.42,- 79.75,N/A,2.03 MM,13.41 K,6527,15,25.00,49.85,-99.26,0.0035,-98.67
TRONCLASSIC,0.00000160,0.00000434,- 4.80,334.12,N/A,2.02 MM,710.96,2065,4,17.00,0.00006539,-93.37,0.00000001,-100.00
Datum,0.0205,0.0020,- 41.41,- 96.81,N/A,2.01 MM,78.18 K,88323,14,25.00,0.1349,-98.51,0.00000957,-97.39
EnergiToken,0.0048,0.0011,- 36.51,- 88.86,N/A,1.99 MM,0.00,2704,7,0.00,0.0066,-83.63,0.00000093,-84.99
Plair,0.00009097,0.00009964,- 19.39,- 4.09,N/A,1.98 MM,74.94 K,24919,0,0.00,0.00009964,0.00,0.00000003,-64.23
Insights Network,0.1427,0.0142,- 17.73,- 94.80,N/A,1.97 MM,245.73 K,51058,11,25.00,0.0974,-85.40,0.00001128,-84.05
CEEK VR,0.0522,0.0040,- 22.80,- 90.49,N/A,1.96 MM,23.39 K,34446,8,17.00,0.1833,-97.82,0.00002737,-98.17
Cryptopay,0.1866,0.0287,- 29.88,- 92.77,N/A,1.96 MM,1.97 K,375,13,42.00,0.3258,-91.20,0.00002206,-83.59
Open Platform,0.2163,0.0027,- 38.18,- 98.76,N/A,1.95 MM,220.13 K,0,9,8.00,0.2176,-98.75,0.00002900,-98.83
MidasProtocol,0.0165,0.0066,- 40.80,- 76.78,N/A,1.94 MM,80.33 K,45698,4,8.00,0.0268,-75.47,0.00000408,-79.67
Cardstack,0.0064,0.0008,- 32.02,- 90.55,N/A,1.94 MM,137.39 K,106133,7,8.00,0.0067,-87.84,0.00000102,-90.21
Bankex,2.82,0.0205,- 48.27,- 99.56,N/A,1.94 MM,232.29 K,322772,13,17.00,2.17,-99.06,0.0002,-98.61
Rise,0.0074,0.0142,- 26.78,107.49,N/A,1.94 MM,5.36 K,1668,31,42.00,1.63,-99.13,0.0001,-98.78
Bodhi,0.6643,0.0485,- 25.22,- 94.51,N/A,1.94 MM,11.88 K,1004965,15,25.00,1.65,-97.06,0.0002,-96.58
Trinity Network Credit,0.2303,0.0058,- 32.67,- 98.76,N/A,1.94 MM,110.43 K,7805,12,17.00,0.3516,-98.35,0.00003477,-97.90
The Abyss,0.0701,0.0085,- 17.95,- 92.67,N/A,1.92 MM,398.42 K,254774,8,17.00,0.0546,-84.37,0.00000830,-86.98
Pal Network,0.0403,0.0043,- 28.51,- 90.36,N/A,1.90 MM,73.45 K,129649,9,25.00,0.0552,-92.14,0.00000664,-91.71
BitSend,0.0182,0.0821,- 33.24,138.05,N/A,1.90 MM,36.56 K,16796,56,33.00,1.91,-95.70,0.0002,-93.53
TV-TWO,0.0093,0.0045,- 28.44,- 42.91,N/A,1.90 MM,251.18,468,3,8.00,0.0300,-84.86,0.00000570,-90.00
Bitcoin Interest,21.50,0.1036,- 34.47,- 98.98,N/A,1.90 MM,73.28 K,2694,9,0.00,10.08,-98.97,0.0012,-98.92
Quasarcoin,0.0516,0.0113,- 9.25,- 61.47,N/A,1.90 MM,7.32 K,17369,4,8.00,0.0518,-78.23,0.00001008,-85.91
Friendz,0.0207,0.0039,- 2.15,- 81.35,N/A,1.90 MM,107.27 K,16054,10,25.00,0.0344,-88.64,0.00000425,-88.48
Skychain,0.2058,0.2518,- 14.74,- 48.70,N/A,1.88 MM,6.12 K,8450,2,8.00,0.2584,-2.56,0.00006764,-53.00
NoLimitCoin,0.0012,0.0089,- 12.87,837.28,N/A,1.87 MM,57.30 K,28759,29,8.00,0.5110,-98.26,0.0001,-99.00
Novacoin,4.22,0.7990,- 61.20,- 90.67,N/A,1.87 MM,2.29 K,1652,69,50.00,26.13,-96.94,0.0624,-99.84
EBCoin,0.0029,0.0005,- 16.30,- 80.84,N/A,1.87 MM,5.09 K,15416,6,0.00,0.0047,-90.15,0.00000074,-91.90
Espers,0.00000063,0.00008089,- 18.98,10646.08,N/A,1.85 MM,97.17,391,33,17.00,0.0021,-96.20,0.00000036,-97.24
Humaniq,0.0719,0.0100,- 34.44,- 89.53,N/A,1.85 MM,139.15 K,158550,21,25.00,0.6155,-98.38,0.00008656,-98.54
WeTrust,0.0751,0.0197,- 29.72,- 88.50,N/A,1.82 MM,8.52 K,10083,22,25.00,1.27,-98.45,0.0002,-98.57
Snetwork,0.0240,0.0120,- 22.35,- 60.65,N/A,1.81 MM,200.92 K,40648,4,0.00,0.0322,-62.72,0.00000559,-72.82
Blocktrade Token,0.0892,0.0328,- 12.59,- 71.32,N/A,1.81 MM,6.03 K,34242,6,17.00,0.1108,-70.41,0.00001718,-75.91
GINcoin,6.69,0.2971,- 33.71,- 90.17,N/A,1.81 MM,18.28 K,61430,8,8.00,15.86,-98.13,0.0025,-98.47
OracleChain,0.2026,0.0600,- 31.65,- 79.52,N/A,1.80 MM,249.73,2993,18,17.00,1.15,-94.76,0.0001,-94.71
Expanse,0.1375,0.1712,- 26.17,- 32.69,N/A,1.80 MM,158.64 K,17157,41,8.00,9.45,-98.19,0.0021,-98.95
Zap,0.6315,0.0135,- 26.76,- 98.66,N/A,1.78 MM,17.71 K,7357,13,33.00,0.6425,-97.90,0.00005185,-96.70
EXRNchain,0.00000383,0.00001920,- 22.24,283.35,N/A,1.78 MM,84.18 K,72743,15,42.00,0.0002,-89.24,0.00000002,-100.00
FuzeX,0.0339,0.0022,- 36.46,- 92.21,N/A,1.76 MM,25.79 K,24815,9,25.00,0.0792,-97.20,0.00000958,-97.08
Happycoin,0.0019,0.0906,- 49.79,6196.47,N/A,1.76 MM,71.93 K,9319,22,33.00,2.78,-96.74,0.0004,-97.34
Cappasity,0.0352,0.0033,- 38.51,- 95.44,N/A,1.75 MM,49.20 K,88354,14,17.00,0.4663,-99.29,0.00003384,-98.76
FarmaTrust,0.0066,0.0029,- 17.40,- 54.04,N/A,1.75 MM,196.78 K,209147,6,17.00,0.0098,-70.38,0.00000153,-75.77
Next.exchange,0.2031,0.4363,N/A,- 54.02,N/A,1.74 MM,10.57 K,1382,1,0.00,0.4363,0.00,0.00006327,-12.94
Dotcoin,0.00005629,0.0056,- 23.88,9806.58,N/A,1.74 MM,0.00,373,48,25.00,0.0831,-93.29,0.00000542,-70.12
DubaiCoin,0.8951,0.4072,- 30.75,- 49.48,N/A,1.74 MM,10.55 K,3877,22,33.00,42.54,-99.04,0.0165,-99.69
RealTract,0.0003,0.0002,- 47.46,- 80.78,N/A,1.74 MM,36.52,109794,5,17.00,0.0005,-70.45,0.00000013,-84.54
SelfSell,0.1547,0.0044,- 27.93,- 98.32,N/A,1.73 MM,3.12 MM,482570,13,25.00,0.1318,-96.63,0.00001476,-96.21
CanYaCoin,4.11,0.0348,- 42.51,- 99.69,N/A,1.73 MM,57.54 K,14109,13,33.00,2.06,-98.31,0.0002,-97.36
Musicoin,0.0009,0.0011,- 37.15,- 8.68,N/A,1.72 MM,12.40 K,5800,23,25.00,0.1147,-99.04,0.00001415,-99.01
HOQU,0.0992,0.0101,2.99,- 89.65,N/A,1.70 MM,123.90 K,1091361,11,25.00,0.1005,-89.98,0.00002788,-95.45
FREE Coin,0.00000010,0.00000020,- 68.49,563.51,N/A,1.70 MM,5.12 K,5996,4,25.00,0.00003600,-99.46,0.00000001,-100.00
Matchpool,0.2404,0.0227,- 29.26,- 93.19,N/A,1.70 MM,37.01 K,77688,22,8.00,1.52,-98.51,0.0006,-99.52
SureRemit,0.0312,0.0034,- 40.87,- 91.45,N/A,1.70 MM,14.02 K,4765,12,33.00,0.0454,-92.52,0.00000527,-91.84
GeoCoin,0.0476,0.5296,- 27.53,462.47,N/A,1.68 MM,3.78 K,1130,47,25.00,18.32,-97.11,0.0013,-94.68
Omni,107.08,2.99,- 25.59,- 98.12,N/A,1.68 MM,2.80 K,1881,61,25.00,179.39,-98.33,0.2316,-99.84
X-Cash,0.00002961,0.00004791,- 25.38,- 50.57,N/A,1.67 MM,106.77 K,3569,4,8.00,0.00005748,-16.64,0.00000001,0.00
Hacken,3.00,0.3112,- 35.09,- 93.45,N/A,1.67 MM,19.06 K,5403,13,42.00,6.76,-95.39,0.0007,-94.43
Circuits of Value,0.0004,0.0017,- 29.01,189.88,N/A,1.66 MM,1.57 K,3926,48,25.00,0.0451,-96.32,0.00000602,-96.51
Synereo,0.0022,0.0163,- 30.14,546.01,N/A,1.64 MM,43.53 K,18885,38,17.00,1.05,-98.44,0.0004,-99.53
Blockchain Certified Data Token,0.0082,0.0522,- 39.27,- 50.23,N/A,1.64 MM,8.15 K,64,2,0.00,0.0522,0.00,0.00000659,0.00
Bitcoin Green,4.42,0.2315,- 50.01,- 94.72,N/A,1.63 MM,7.06 K,8462,11,33.00,11.11,-97.92,0.0012,-94.25
Upfiring,0.3845,0.0753,3.11,- 80.40,N/A,1.63 MM,4.62 K,23470,15,33.00,2.74,-97.25,0.0002,-94.99
POPCHAIN,0.0358,0.0018,- 31.18,- 94.04,N/A,1.62 MM,1.51 K,149520,7,0.00,0.0374,-95.09,0.00000525,-95.62
EchoLink,0.4441,0.0041,- 27.57,- 99.29,N/A,1.62 MM,332.18 K,197526,13,25.00,0.2272,-98.22,0.00002002,-97.45
Insureum,0.0554,0.0091,- 33.88,- 84.81,N/A,1.62 MM,74.76 K,74117,4,0.00,0.0466,-80.47,0.00000722,-84.08
Bitcrystals,0.0174,0.0701,- 5.32,125.32,N/A,1.60 MM,205.74,23,41,33.00,1.63,-95.69,0.0007,-98.77
LikeCoin,0.0087,0.0034,- 20.04,- 80.71,N/A,1.60 MM,707.01,106091,7,8.00,0.0090,-62.51,0.00000129,-66.57
TransferCoin,0.0013,0.2076,- 28.60,5320.90,N/A,1.59 MM,38.44 K,36674,42,17.00,4.25,-95.12,0.0004,-93.46
Carboneum [C8] Token,0.0053,0.0309,- 1.14,44.48,N/A,1.59 MM,1.92 K,428,5,17.00,0.0309,0.00,0.00000768,-49.25
BrahmaOS,0.0577,0.0026,- 31.35,- 96.11,N/A,1.59 MM,117.42,7087,10,17.00,0.1041,-97.54,0.00001117,-97.13
Sharder,0.0838,0.0056,- 42.49,- 95.97,N/A,1.58 MM,140.00 K,225366,9,8.00,0.1158,-95.18,0.00001269,-94.49
Thrive Token,0.0347,0.0153,- 11.09,- 80.35,N/A,1.58 MM,4.33 K,31705,7,25.00,0.0332,-53.99,0.00000523,-63.11
Storiqa,0.0033,0.0001,- 48.51,- 91.54,N/A,1.55 MM,155.82 K,236380,11,25.00,0.0209,-99.32,0.00000277,-99.28
EncrypGen,0.0474,0.0230,- 4.69,- 7.94,N/A,1.54 MM,1.73 K,42201,15,25.00,1.95,-98.82,0.0001,-97.73
Formosa Financial,0.0218,0.0017,- 45.45,- 97.13,N/A,1.54 MM,192.46 K,22216,6,0.00,0.0088,-80.87,0.00000137,-84.70
QuadrantProtocol,0.0011,0.0046,- 44.09,0.4623,N/A,1.53 MM,838.91 K,53239,2,8.00,0.0046,0.00,0.00000065,-11.30
Flixxo,0.0998,0.0193,- 27.94,- 87.01,N/A,1.53 MM,4.15 K,2392,14,25.00,0.9233,-97.91,0.00006433,-96.22
Wixlar,0.0323,0.0137,- 30.96,- 53.89,N/A,1.53 MM,134.35 K,11984,4,8.00,0.0484,-71.71,0.00001183,-85.38
LoMoCoin,0.0072,0.0057,- 21.37,- 50.65,N/A,1.53 MM,16.59,672,29,17.00,0.3589,-98.41,0.00004605,-98.44
Datawallet,0.1181,0.0039,- 33.12,- 98.28,N/A,1.51 MM,125.24 K,12590,12,25.00,0.1293,-97.01,0.00001292,-96.21
Local Coin Swap,0.1771,0.0288,- 39.75,- 87.53,N/A,1.51 MM,12.80 K,124487,6,0.00,0.2387,-87.95,0.00003843,-90.55
ValueCyberToken,0.0395,0.0138,- 21.70,- 75.21,N/A,1.49 MM,249.33 K,216188,6,8.00,0.0466,-70.28,0.00000624,-71.97
Matryx,0.7226,0.0641,- 38.85,- 98.06,N/A,1.49 MM,130.85 K,121293,13,33.00,2.53,-97.46,0.0002,-95.41
Ubex,0.0101,0.0005,- 31.34,- 95.68,N/A,1.48 MM,464.48 K,588656,6,17.00,0.0238,-97.99,0.00000361,-98.34
Nullex,0.0001,0.0363,34.61,34200.20,N/A,1.47 MM,32.46,1233,32,33.00,0.1837,-80.24,0.00002100,-49.95
Patientory,0.6482,0.0210,- 28.12,- 97.90,N/A,1.47 MM,40.42 K,43138,20,8.00,1.52,-98.62,0.0006,-99.52
Electrify.Asia,0.0519,0.0028,- 33.58,- 94.16,N/A,1.46 MM,113.66 K,24545,11,17.00,0.1942,-98.58,0.00002136,-98.36
Fountain,0.0300,0.0301,- 49.81,11.92,N/A,1.45 MM,148.32 K,138209,1,8.00,0.0425,-29.14,0.00001185,-67.92
Bitcoin Private,65.82,0.3069,- 23.56,- 98.37,N/A,1.44 MM,101.52 K,47198,11,8.00,77.15,-99.60,0.0088,-99.56
EquiTrader,0.1231,0.1185,- 29.98,- 92.03,N/A,1.44 MM,6.32 K,67,20,42.00,1.37,-91.33,0.0003,-95.32
Welltrado,0.0796,0.0357,- 15.02,- 50.34,N/A,1.43 MM,7.25 K,58426,4,0.00,0.1113,-67.92,0.00001993,-77.37
RoBET,0.6394,1.78,48.90,198.64,N/A,1.42 MM,0.00,2297,4,8.00,2.32,-23.16,0.0006,-59.47
e-Gulden,0.0162,0.0827,- 4.55,47.33,N/A,1.41 MM,509.80,114,58,25.00,0.5380,-84.62,0.0002,-95.66
Incodium,0.0087,0.0002,- 69.60,- 97.87,N/A,1.40 MM,50.06,512,4,0.00,0.0181,-99.13,0.00000527,-99.62
Stox,1.21,0.0267,- 29.86,- 98.68,N/A,1.39 MM,65.42 K,104826,18,17.00,2.57,-98.96,0.0006,-99.43
DaTa eXchange,0.0283,0.0188,- 15.43,- 66.18,N/A,1.39 MM,114.18 K,31145,7,25.00,0.0305,-38.46,0.00000415,-42.86
Leverj,0.2644,0.0118,- 21.28,- 97.33,N/A,1.39 MM,78.29,186,13,25.00,0.2051,-94.27,0.00001836,-91.94
Gambit,0.0236,1.20,- 22.19,4855.56,N/A,1.38 MM,65.41,437,45,17.00,33.64,-96.45,0.0034,-89.79
Education Ecosystem,0.0477,0.0063,- 36.35,- 91.74,N/A,1.38 MM,5.93 K,10374,11,33.00,0.0331,-80.88,0.00000404,-80.21
Molecule,0.0003,0.0001,- 28.51,- 67.00,N/A,1.37 MM,601.29 K,887207,3,8.00,0.0003,-65.30,0.00000005,-39.36
U.CASH,0.0037,0.0002,- 42.68,- 97.40,N/A,1.37 MM,102.07 K,100725,12,25.00,0.1247,-99.88,0.00001126,-99.82
Pundi X NEM,0.0020,0.0006,- 16.33,- 80.95,N/A,1.37 MM,1.85 MM,1449753,6,8.00,0.0037,-84.79,0.00000056,-87.57
CargoX,0.1946,0.0088,- 20.09,- 92.12,N/A,1.36 MM,22.44 K,19836,12,25.00,0.1579,-94.39,0.00001457,-92.31
indaHash,0.3616,0.0034,- 28.60,- 99.33,N/A,1.36 MM,131.39 K,123484,12,17.00,0.2523,-98.65,0.00002480,-98.27
Qbao,0.2614,0.0208,- 34.14,- 94.78,N/A,1.36 MM,89.64 K,86155,14,33.00,2.19,-99.05,0.0001,-98.24
Timicoin,0.0589,0.0043,- 7.36,- 61.72,N/A,1.35 MM,4.63 K,62623,5,8.00,0.1036,-95.88,0.00002897,-98.14
Pluton,3.09,1.59,- 31.02,- 85.04,N/A,1.35 MM,1.16 K,10645,29,17.00,31.12,-94.89,0.0072,-97.20
Pura,0.0001,0.0077,- 38.23,6139.33,N/A,1.35 MM,621.15,1707,46,25.00,1.06,-99.27,0.0002,-99.60
Stellite,0.0014,0.0002,- 35.60,- 88.00,N/A,1.33 MM,5.59 K,7852,10,17.00,0.0017,-89.64,0.00000019,-73.28
BitcoinZ,0.0023,0.0003,- 27.30,- 92.62,N/A,1.33 MM,66.75 K,201434,16,25.00,0.0235,-98.71,0.00000186,-97.85
Gems,0.0578,0.0012,- 29.28,- 98.14,N/A,1.33 MM,100.27 K,19130,12,25.00,0.0405,-97.16,0.00000417,-96.40
Pirl,0.1145,0.0297,- 26.68,- 75.24,N/A,1.32 MM,6.72 K,41772,15,17.00,4.13,-99.28,0.0003,-98.77
Internet of People,2.90,0.0990,- 27.91,- 96.36,N/A,1.31 MM,340.01 K,59288,26,8.00,11.57,-99.14,0.0109,-99.89
Kuai Token,0.1468,0.1378,- 1.70,- 1.43,N/A,1.31 MM,6.92 MM,33423,1,0.00,0.1570,-12.26,0.00004593,-62.14
Hubii Network,0.1105,0.0862,- 27.85,16.71,N/A,1.30 MM,436.63,196,16,58.00,1.73,-95.02,0.0002,-93.31
SIBCoin,0.0053,0.0740,- 27.37,905.23,N/A,1.30 MM,19.92 K,42304,40,25.00,5.14,-98.56,0.0008,-98.86
Ties.DB,0.1114,0.0318,- 1.88,- 88.28,N/A,1.30 MM,427.04,85,15,33.00,0.6715,-95.26,0.00004895,-91.79
Rivetz,0.7347,0.0493,- 28.63,- 94.36,N/A,1.30 MM,14.70 K,1592,16,50.00,3.37,-98.53,0.0004,-98.33
Fluz Fluz,0.0588,0.0063,24.56,- 80.19,N/A,1.29 MM,3.15 K,116,11,17.00,0.4740,-98.67,0.00006926,-98.86
FidentiaX,0.2375,0.0123,- 18.21,- 96.87,N/A,1.29 MM,206.38,199,13,25.00,1.91,-99.36,0.0001,-98.81
Kolion,1.51,1.28,- 21.50,- 82.39,N/A,1.28 MM,31.16 K,3938,16,17.00,9.04,-85.79,0.0006,-73.24
HEAT,0.0670,0.0316,- 40.80,- 91.37,N/A,1.28 MM,556.00,223,31,17.00,2.15,-98.53,0.0002,-98.27
VisionX,0.0182,0.0004,- 83.69,- 99.56,N/A,1.27 MM,270.22 K,55749,3,0.00,0.0215,-98.04,0.00000335,-98.51
ToaCoin,0.0055,0.0004,- 39.88,- 94.99,N/A,1.25 MM,5.38 K,8527,18,33.00,0.0129,-97.22,0.00000204,-97.55
Traxia,0.0606,0.0025,- 29.06,- 94.80,N/A,1.25 MM,58.92 K,40578,8,8.00,0.0471,-94.61,0.00000711,-95.50
Bounty0x,0.0583,0.0056,- 26.46,- 94.17,N/A,1.25 MM,17.71 K,10915,13,17.00,0.9287,-99.39,0.00005872,-98.79
Silent Notary,0.00008022,0.00001490,- 28.95,- 88.48,N/A,1.24 MM,87.22 K,185023,9,8.00,0.0003,-95.58,0.00000005,-100.00
Banca,0.0007,0.00006924,- 32.39,- 89.05,N/A,1.24 MM,30.41 K,33355,11,17.00,0.0050,-98.60,0.00000058,-98.27
AICHAIN,0.1183,0.0023,- 29.55,- 99.38,N/A,1.24 MM,119.97 K,14787,13,25.00,0.1226,-98.11,0.00001180,-97.54
Vice Industry Token,0.0216,0.0030,- 14.96,- 85.93,N/A,1.24 MM,0.00,66,10,25.00,0.0394,-92.30,0.00000435,-79.75
X8X Token,0.0198,0.0157,- 30.14,- 48.93,N/A,1.23 MM,174.57,2361,6,17.00,0.0872,-82.05,0.00001303,-84.80
Kryll,0.0813,0.0828,- 19.71,- 54.91,N/A,1.23 MM,64.23 K,27460,7,17.00,0.1016,-18.57,0.00001540,-32.15
Noir,0.0239,0.0632,- 44.06,- 24.73,N/A,1.23 MM,6.19 K,220,3,0.00,0.0632,0.00,0.00000797,0.00
PetroDollar,0.0003,0.0191,- 23.76,4605.60,N/A,1.22 MM,30.56,53,58,42.00,0.1091,-82.47,0.00000945,-74.51
MIB Coin,0.0957,0.0130,- 28.48,- 77.53,N/A,1.22 MM,556.78,10726,5,0.00,0.1461,-91.08,0.00002182,-92.44
Alphacat,0.0155,0.0004,- 34.32,- 98.59,N/A,1.21 MM,110.34 K,72736,12,17.00,0.0146,-97.01,0.00000176,-97.15
Miners' Reward Token,0.0935,0.1213,9.85,16.26,N/A,1.21 MM,5.67 K,2315,19,42.00,0.6241,-80.56,0.00004634,-66.94
OWNDATA,0.0004,0.0001,- 32.50,- 80.82,N/A,1.21 MM,29.79 K,34849,6,17.00,0.0008,-85.40,0.00000011,-91.20
Blue Protocol,0.0018,0.0330,- 29.52,672.91,N/A,1.21 MM,267.01 K,91313,16,33.00,2.04,-98.39,0.0001,-97.02
Credit Tag Chain,0.0923,0.0230,- 14.44,- 77.39,N/A,1.21 MM,109.31 K,48740,5,8.00,0.2660,-91.34,0.00004158,-93.00
Global Awards Token,0.0719,0.0017,- 26.41,- 97.81,N/A,1.20 MM,732.74,1600,13,25.00,0.0670,-97.39,0.00000597,-96.32
Uniform Fiscal Object,0.00001737,0.0003,- 19.13,686.34,N/A,1.19 MM,596.62,236,59,8.00,0.0059,-94.71,0.00000039,-89.74
sUSD,0.9990,0.9715,- 1.68,- 3.98,N/A,1.19 MM,33.93 K,4878,7,25.00,1.08,-10.34,0.0003,-60.61
ProChain,0.3864,0.0235,- 27.30,- 95.11,N/A,1.16 MM,154.00 K,76084,14,8.00,0.6686,-96.49,0.00006558,-95.49
adbank,0.0388,0.0018,- 31.30,- 97.75,N/A,1.16 MM,45.04 K,22148,12,17.00,0.0289,-93.93,0.00000314,-93.00
Uquid Coin,1.01,0.1161,- 29.57,- 94.38,N/A,1.16 MM,1.08 MM,422876,14,25.00,2.96,-96.08,0.0003,-95.79
42-coin,1013620.00,27460.39,- 7.20,- 98.25,N/A,1.15 MM,301.56,338,61,42.00,354434.00,-92.25,419.61,-99.17
Aventus,4.52,0.1915,- 23.18,- 96.60,N/A,1.15 MM,20.95 K,12699,17,17.00,6.29,-96.96,0.0007,-96.67
XPA,0.0145,0.0201,- 21.18,158.00,N/A,1.15 MM,0.00,4478,17,33.00,0.3817,-94.74,0.00005189,-95.10
PlayGame,0.0039,0.0015,33.38,22.64,N/A,1.14 MM,135.14 K,58585,2,8.00,0.0057,-72.79,0.00000153,-87.59
TrustNote,0.1190,0.0037,- 33.37,- 97.34,N/A,1.14 MM,90.91 K,644512,9,17.00,0.1475,-97.50,0.00001615,-97.09
BitDegree,0.3453,0.0031,- 32.59,- 99.27,N/A,1.14 MM,1.71 K,560,13,33.00,0.3126,-99.00,0.00002463,-98.38
SHIELD,0.0005,0.0022,- 40.29,181.65,N/A,1.14 MM,7.04 K,1926,15,17.00,0.3700,-99.40,0.00002417,-98.84
Energo,0.0331,0.0019,- 30.57,- 95.09,N/A,1.14 MM,52.66 K,77956,14,17.00,0.3116,-99.39,0.00002146,-98.88
Fox Trading,0.0426,0.1245,21.74,216.94,N/A,1.13 MM,82.81 K,448826,6,33.00,0.3013,-58.67,0.00005590,-71.88
IQeon,0.2148,0.4086,8.85,6.36,N/A,1.13 MM,2.46 K,1024,4,17.00,0.4086,0.00,0.00006764,-23.75
Shivom,0.0486,0.0013,- 48.42,- 98.49,N/A,1.13 MM,14.52 K,1963,8,8.00,0.0256,-95.05,0.00000390,-95.90
Coinsuper Ecosystem Network,0.0181,0.0080,- 37.26,- 76.70,N/A,1.12 MM,115.14 K,152954,3,8.00,0.0224,-64.16,0.00000356,-71.61
Block-Chain.com,0.0889,0.0054,- 74.28,- 96.64,N/A,1.11 MM,0.0700,68,4,8.00,0.2674,-97.99,0.00006789,-99.00
Tokes,0.3295,0.3196,- 19.08,- 32.06,N/A,1.10 MM,32.65 K,851,22,25.00,9.66,-96.69,0.0008,-94.94
Ink Protocol,0.0945,0.0038,- 37.46,- 95.79,N/A,1.10 MM,129.45 K,57596,11,8.00,0.0717,-94.65,0.00000723,-93.36
KARMA,0.0009,0.0003,- 42.43,- 35.76,N/A,1.10 MM,2.94 K,1739,6,25.00,0.0021,-84.18,0.00000033,-87.79
Vetri,0.0057,0.0047,- 33.55,- 47.17,N/A,1.10 MM,189.24,891,3,8.00,0.0300,-84.47,0.00000482,-87.76
Sakura Bloom,0.0052,0.0004,- 34.19,- 79.11,N/A,1.10 MM,22.88 K,162443,9,17.00,0.0162,-97.37,0.00000241,-97.93
REAL,0.8920,0.1094,- 18.28,- 89.69,N/A,1.10 MM,0.00,447,16,42.00,1.88,-94.19,0.0001,-89.99
Zilla,0.0764,0.0183,- 40.85,- 90.43,N/A,1.10 MM,230.59 K,15103,12,25.00,0.4785,-96.17,0.00004849,-95.24
OneLedger,0.0401,0.0035,- 29.28,- 92.69,N/A,1.10 MM,258.14 K,270434,7,17.00,0.0560,-93.70,0.00000757,-94.05
DATx,0.0291,0.0008,- 38.05,- 98.09,N/A,1.09 MM,700.85 K,191189,11,25.00,0.0533,-98.53,0.00000612,-98.37
FoldingCoin,0.00007100,0.0014,- 30.58,1313.76,N/A,1.08 MM,7.54 K,2818,53,17.00,0.1009,-98.59,0.00001500,-98.80
CoinFi,0.2647,0.0056,- 32.27,- 98.77,N/A,1.08 MM,138.05 K,19023,12,25.00,0.1362,-95.92,0.00001752,-96.01
DOVU,0.1805,0.0027,- 34.59,- 98.11,N/A,1.08 MM,672.52,16607,15,25.00,1.14,-99.76,0.00007935,-99.57
Atlant,0.4160,0.0198,- 22.58,- 95.91,N/A,1.08 MM,1.83 K,55047,15,17.00,2.67,-99.26,0.0002,-98.67
StrongHands,0.0002,0.00000012,- 26.96,- 99.97,N/A,1.07 MM,3.04 K,1853,39,17.00,0.0008,-99.99,0.00000248,-100.00
B3Coin,0.0180,0.0014,- 26.54,- 94.87,N/A,1.07 MM,516.23,313,29,42.00,2.17,-99.93,0.0006,-99.97
Essentia,0.0555,0.0013,- 41.08,- 98.43,N/A,1.07 MM,258.59 K,101678,7,0.00,0.0271,-95.22,0.00000395,-95.95
Darcrus,0.0193,0.0783,21.16,94.90,N/A,1.06 MM,5.33 K,289,25,25.00,0.7319,-89.30,0.0003,-96.11
Bitcoin Plus,11.08,8.59,- 8.27,- 58.51,N/A,1.06 MM,9.71 K,2839,57,25.00,189.50,-95.47,0.0787,-98.62
FedoraCoin,0.00000421,0.00000497,- 23.23,- 41.54,N/A,1.05 MM,11.19 K,5931,61,42.00,0.0002,-96.96,0.00000010,-100.00
Masari,1.19,0.0911,- 32.53,- 91.35,N/A,1.05 MM,3.52 K,2571,9,33.00,1.47,-93.81,0.0002,-92.50
BOXX Token [Blockparty],0.1742,0.0450,- 37.64,- 74.12,N/A,1.05 MM,43.21 K,70355,5,8.00,0.3075,-85.36,0.00004563,-71.42
Gentarium,2.68,0.3111,- 16.90,- 81.54,N/A,1.03 MM,10.80 K,2547,5,8.00,2.51,-87.60,0.0003,-88.77
Playkey,0.6221,0.0739,- 37.86,- 96.07,N/A,1.03 MM,25.91 K,33428,14,25.00,6.05,-98.78,0.0004,-97.70
Solaris,0.0376,0.6088,- 28.47,1875.13,N/A,1.02 MM,14.31 K,11837,22,42.00,47.67,-98.72,0.0033,-97.64
VouchForMe,0.3302,0.0045,- 18.46,- 98.66,N/A,1.01 MM,122.14 K,101243,13,8.00,0.3561,-98.73,0.00003078,-98.15
AiLink Token,0.0057,0.0004,- 35.90,- 94.77,N/A,1.00 MM,27.90 K,201803,5,8.00,0.0053,-92.85,0.00000084,-94.06
